Material,Texto breve de material,Centro,Almacén,Lote,Clase de valoración,Unidad medida base,Cantidad,Clase de movimiento,Stock especial,Nº reserva,Nº pos.reserva traslado,Documento material,Fe.contabilización,Hora de entrada,Nombre del usuario,Carta de porte,Referencia,Orden,Grafo,Operación,Centro de coste,Elemento PEP,Elemento PEP,Indicador Debe/Haber
120503124800,"CUPLA SH 1"" UHS D.E: 2""; L: 4""",AR01,CD01,NUEVO,NUEVO,UN,"-80,000",261,,8773477,20,4903690378,9/9/2023,11:48:27 a. m.,XFEP04,,0095R00418980,22693637,,,,,,H
120503124800,"CUPLA SH 1"" UHS D.E: 2""; L: 4""",AR01,CD01,NUEVO,NUEVO,UN,"-70,000",261,,8773477,23,4903690378,9/9/2023,11:48:27 a. m.,XFEP04,,0095R00418980,22693637,,,,,,H
120600000009,"CUPLA P/VTGO SH 1"" ALPHA CS VAST 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-2,000",281,,9139318,50,4903690358,9/9/2023,11:26:06 a. m.,XFEP04,,0095R00418977,,2000043298,0004,,,,H
120600038600,"VTGO BBEO 1.1/2""X26' SAE4140 API 11B 11D",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9268428,12,4903690225,9/9/2023,9:58:16 a. m.,XFEP04,,0095R00418956,22844267,,,,,,H
120600038600,"VTGO BBEO 1.1/2""X26' SAE4140 API 11B 11D",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9163218,12,4903690297,9/9/2023,10:37:59 a. m.,XFEP04,,0095R00418966,22811503,,,,,,H
120600038600,"VTGO BBEO 1.1/2""X26' SAE4140 API 11B 11D",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9259940,24,4903690907,9/9/2023,9:27:36 p. m.,XRAM04,,0095R00419008,22841334,,,,,,H
120600038600,"VTGO BBEO 1.1/2""X26' SAE4140 API 11B 11D",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9177037,12,4903690901,9/9/2023,8:32:45 p. m.,XRAM04,,0095R00418998,22816919,,,,,,H
120600038600,"VTGO BBEO 1.1/2""X26' SAE4140 API 11B 11D",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,8773477,14,4903690378,9/9/2023,11:48:27 a. m.,XFEP04,,0095R00418980,22693637,,,,,,H
120601024800,"CUPLA P/VTGO SH 1"" CLASE T VAST. 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9268428,6,4903690225,9/9/2023,9:58:16 a. m.,XFEP04,,0095R00418956,22844267,,,,,,H
120601024800,"CUPLA P/VTGO SH 1"" CLASE T VAST. 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9259940,23,4903690907,9/9/2023,9:27:36 p. m.,XRAM04,,0095R00419008,22841334,,,,,,H
120601024800,"CUPLA P/VTGO SH 1"" CLASE T VAST. 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,8773477,10,4903690378,9/9/2023,11:48:27 a. m.,XFEP04,,0095R00418980,22693637,,,,,,H
120601024800,"CUPLA P/VTGO SH 1"" CLASE T VAST. 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-2,000",261,,9177037,11,4903690901,9/9/2023,8:32:45 p. m.,XRAM04,,0095R00418998,22816919,,,,,,H
120601024800,"CUPLA P/VTGO SH 1"" CLASE T VAST. 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-2,000",261,,9163218,6,4903690297,9/9/2023,10:37:59 a. m.,XFEP04,,0095R00418966,22811503,,,,,,H
120601041200,"UNION SEG 1.1/2"" VASTAGO DE BOMBEO DE",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",281,,9139318,70,4903690358,9/9/2023,11:26:06 a. m.,XFEP04,,0095R00418977,,2000043298,0004,,,,H
120702048800,"PRENSAESTOPA T/HERCULES DOBLE ""T"" ESPEC",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,8773477,43,4903690378,9/9/2023,11:48:27 a. m.,XFEP04,,0095R00418980,22693637,,,,,,H
120702048800,"PRENSAESTOPA T/HERCULES DOBLE ""T"" ESPEC",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9176431,14,4903690656,9/9/2023,3:32:43 p. m.,XFEP04,,0095R00418987,22816703,,,,,,H
120702048800,"PRENSAESTOPA T/HERCULES DOBLE ""T"" ESPEC",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,8773477,49,4903690378,9/9/2023,11:48:27 a. m.,XFEP04,,0095R00418980,22693637,,,,,,H
120702048800,"PRENSAESTOPA T/HERCULES DOBLE ""T"" ESPEC",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",281,,9139318,60,4903690358,9/9/2023,11:26:06 a. m.,XFEP04,,0095R00418977,,2000043298,0004,,,,H
120702095100,"EMPAQ JGO P/T-PRENSA HERCULES 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9268428,7,4903690225,9/9/2023,9:58:16 a. m.,XFEP04,,0095R00418956,22844267,,,,,,H
120702095100,"EMPAQ JGO P/T-PRENSA HERCULES 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-2,000",281,,9139318,51,4903690358,9/9/2023,11:26:06 a. m.,XFEP04,,0095R00418977,,2000043298,0004,,,,H
120702095100,"EMPAQ JGO P/T-PRENSA HERCULES 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9247648,7,4903690293,9/9/2023,10:31:58 a. m.,XFEP04,,0095R00418965,22837708,,,,,,H
120702095100,"EMPAQ JGO P/T-PRENSA HERCULES 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-2,000",261,,9252540,22,4903690655,9/9/2023,3:23:25 p. m.,XFEP04,,0095R00418986,22838401,,,,,,H
120702095100,"EMPAQ JGO P/T-PRENSA HERCULES 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-2,000",261,,9293026,9,4903690226,9/9/2023,10:03:04 a. m.,XFEP04,,0095R00418957,22852343,,,,,,H
120702095100,"EMPAQ JGO P/T-PRENSA HERCULES 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,8773477,33,4903690378,9/9/2023,11:48:27 a. m.,XFEP04,,0095R00418980,22693637,,,,,,H
120702095100,"EMPAQ JGO P/T-PRENSA HERCULES 1.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-2,000",261,,9276939,12,4903690412,9/9/2023,12:12:33 p. m.,XFEP04,,0095R00418982,22847205,,,,,,H
120703020400,RECIP PRENSAESTOPA,AR01,CD01,NUEVO,NUEVO,UN,"-1,000",281,,9139318,59,4903690358,9/9/2023,11:26:06 a. m.,XFEP04,,0095R00418977,,2000043298,0004,,,,H
120703020400,RECIP PRENSAESTOPA,AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,8773477,48,4903690378,9/9/2023,11:48:27 a. m.,XFEP04,,0095R00418980,22693637,,,,,,H
120703020400,RECIP PRENSAESTOPA,AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,8773477,42,4903690378,9/9/2023,11:48:27 a. m.,XFEP04,,0095R00418980,22693637,,,,,,H
120800013000,"VALV RET 2"" 2000PSI NPT AC CARB WENLEN",AR50,LA15,NUEVO,NUEVO,UN,"-2,000",281,,7697555,116,4903690746,9/9/2023,4:54:13 p. m.,XJPC09,,0098R00049154,,2000038904,0003,,,,H
120901080600,"RATIGAN 2.7/8X1.1/2"" INFHXMSUP EUE 8RD 3",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9176431,15,4903690656,9/9/2023,3:32:43 p. m.,XFEP04,,0095R00418987,22816703,,,,,,H
120901080600,"RATIGAN 2.7/8X1.1/2"" INFHXMSUP EUE 8RD 3",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,8773477,44,4903690378,9/9/2023,11:48:27 a. m.,XFEP04,,0095R00418980,22693637,,,,,,H
120901080600,"RATIGAN 2.7/8X1.1/2"" INFHXMSUP EUE 8RD 3",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,8773477,50,4903690378,9/9/2023,11:48:27 a. m.,XFEP04,,0095R00418980,22693637,,,,,,H
120901080600,"RATIGAN 2.7/8X1.1/2"" INFHXMSUP EUE 8RD 3",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",281,,9139318,61,4903690358,9/9/2023,11:26:06 a. m.,XFEP04,,0095R00418977,,2000043298,0004,,,,H
130400000085,"DESARENADOR D2716 + KIT + PACKER 4.1/2""",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",281,,9045882,52,4903690228,9/9/2023,10:15:41 a. m.,XFEP04,,0095R00418960,,2000042974,0007,,,,H
130400000108,"VTGO BBEO 1.1/2""X36' SPRAY METAL",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",281,,0,0,4903690358,9/9/2023,11:26:06 a. m.,XFEP04,,0095R00418977,,2000043298,0004,,,,H
130401028600,"NIPLE AC BHD 2.7/8X12"" EUE 8RD, PIN X",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9163378,7,4903690310,9/9/2023,10:44:35 a. m.,XFEP04,,0095R00418967,22811567,,,,,,H
130401028600,"NIPLE AC BHD 2.7/8X12"" EUE 8RD, PIN X",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,8915452,2,4903690053,9/9/2023,8:07:50 a. m.,XFEP04,,0095R00418938,22738869,,,,,,H
130401028600,"NIPLE AC BHD 2.7/8X12"" EUE 8RD, PIN X",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9268924,17,4903690054,9/9/2023,8:27:13 a. m.,XFEP04,,0095R00418939,22844522,,,,,,H
130401028600,"NIPLE AC BHD 2.7/8X12"" EUE 8RD, PIN X",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9268831,2,4903690902,9/9/2023,8:35:56 p. m.,XRAM04,,0095R00418999,22844416,,,,,,H
130401028600,"NIPLE AC BHD 2.7/8X12"" EUE 8RD, PIN X",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9260834,2,4903690903,9/9/2023,8:56:54 p. m.,XRAM04,,0095R00419002,22841862,,,,,,H
130401028600,"NIPLE AC BHD 2.7/8X12"" EUE 8RD, PIN X",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9259940,14,4903690311,9/9/2023,10:50:27 a. m.,XFEP04,,0095R00418972,22841334,,,,,,H
130401028600,"NIPLE AC BHD 2.7/8X12"" EUE 8RD, PIN X",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",281,,9045882,37,4903690228,9/9/2023,10:15:41 a. m.,XFEP04,,0095R00418960,,2000042974,0007,,,,H
130409061600,DESARENADOR D2711 DOWNHOLE SAND TRAP,AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9260834,9,4903690903,9/9/2023,8:56:54 p. m.,XRAM04,,0095R00419002,22841862,,,,,,H
130900000031,"BUJE BR278H238MC REDUC 2.7/8X2.3/8"" API",AR01,CD01,NUEVO,NUEVO,UN,"-1,000",281,,9045882,41,4903690228,9/9/2023,10:15:41 a. m.,XFEP04,,0095R00418960,,2000042974,0007,,,,H
130908055600,"VALV SEG VRP200 2"" NPT MXH 25..900PSI",AR01,CD01,NUEVO,NUEVO,UN,"7,000",101,,0,0,5002806009,9/9/2023,2:39:22 p. m.,XSXC02,0032R00041428,0180331616,,,,,,,S
140908011400,"MANG 3/8"" X 1690MM P/CABEZAL COMPRESOR A",AR02,KK01,NUEVO,NUEVO,UN,"12,000",101,,0,0,5002807937,9/9/2023,11:32:50 a. m.,XCAM03,0002R00140032,0183403680,,,,,,,S
140908011500,"MANG 3/8"" X 690MM P/RET. DE COMPRESOR A",AR02,KK01,NUEVO,NUEVO,UN,"12,000",101,,0,0,5002807937,9/9/2023,11:32:50 a. m.,XCAM03,0002R00140032,0183403680,,,,,,,S
140909013100,"CTRLAD KIT CTRLD.SAM, P/INTEGRAR A TABL,",AR01,,NUEVO,NUEVO,UN,"-2,000",543,O,0,0,5002806007,9/9/2023,7:01:01 a. m.,XAXC48,0003R00001438,0183405241,,,,,,,H
150505041700,ENGRAN M1-16T-S.H-217,AR02,KK01,NUEVO,NUEVO,UN,"2,000",109,,0,0,5002807936,9/9/2023,11:26:02 a. m.,XCAM03,0002R00001974,0183404838,,,,,,,S
150600000008,CABLE POT PLANO 3X4AWG 450-SELF FLAT,AR01,CD01,NUEVO,NUEVO,M,"-2.500,000",281,,8826002,93,4903690908,9/9/2023,9:42:25 p. m.,XRAM04,,0095R00419010,,2000042546,0006,,,,H
150998000500,PISTON P/PLUNGER LIFT  CASING SP-2500,AR01,CD01,NUEVO,NUEVO,UN,"-4,000",201,,9276161,1,4903690169,9/9/2023,10:19:03 a. m.,XAAS05,,0095R00418961,,,,AR10CD3000,,,H
150998001900,"PISTON AC P/TUBING 2.7/8"" API  TQT-25",AR01,CD01,NUEVO,NUEVO,UN,"-7,000",201,,9276161,2,4903690169,9/9/2023,10:19:03 a. m.,XAAS05,,0095R00418961,,,,AR10CD3000,,,H
161000001706,"GRAMPA , P/BANDEJA AROS SOPORTE TORRES",AR67,CA06,NUEVO,NUEVO,UN,"100,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000001706,"GRAMPA , P/BANDEJA AROS SOPORTE TORRES",AR67,CA06,NUEVO,NUEVO,UN,"100,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000001706,"GRAMPA , P/BANDEJA AROS SOPORTE TORRES",AR67,CA06,NUEVO,NUEVO,UN,"100,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000001706,"GRAMPA , P/BANDEJA AROS SOPORTE TORRES",AR67,CA06,NUEVO,NUEVO,UN,"600,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000001707,"GRAMPA , P/FIJACION PH INTERNOS TORRES",AR67,CA06,NUEVO,NUEVO,UN,"150,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000001707,"GRAMPA , P/FIJACION PH INTERNOS TORRES",AR67,CA06,NUEVO,NUEVO,UN,"250,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000001707,"GRAMPA , P/FIJACION PH INTERNOS TORRES",AR67,CA06,NUEVO,NUEVO,UN,"450,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000001707,"GRAMPA , P/FIJACION PH INTERNOS TORRES",AR67,CA06,NUEVO,NUEVO,UN,"150,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000001707,"GRAMPA , P/FIJACION PH INTERNOS TORRES",AR67,CA06,NUEVO,NUEVO,UN,"150,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002957,GRAMPA B-002 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"200,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002957,GRAMPA B-002 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"50,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002957,GRAMPA B-002 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"35,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002957,GRAMPA B-002 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"35,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002957,GRAMPA B-002 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"900,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002958,GRAMPA B-004 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"90,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002958,GRAMPA B-004 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"10,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002958,GRAMPA B-004 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"10,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002958,GRAMPA B-004 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"10,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002958,GRAMPA B-004 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"50,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002959,GRAMPA B-005 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"400,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002959,GRAMPA B-005 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"50,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002959,GRAMPA B-005 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"300,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002959,GRAMPA B-005 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"35,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002959,GRAMPA B-005 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"20,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002960,GRAMPA B-006 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"200,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002960,GRAMPA B-006 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"400,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002960,GRAMPA B-006 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"25,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002960,GRAMPA B-006 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"20,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002960,GRAMPA B-006 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"35,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002961,GRAMPA B-007 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"720,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002961,GRAMPA B-007 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"100,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002961,GRAMPA B-007 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"10,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002961,GRAMPA B-007 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"10,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002961,GRAMPA B-007 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"10,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002962,GRAMPA B-008 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"50,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002962,GRAMPA B-008 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"50,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002962,GRAMPA B-008 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"10,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
161000002963,GRAMPA B-009 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"100,000",101,,0,0,5002806018,9/9/2023,9:13:57 a. m.,XSEA04,0001R00002830/28,0180331520,,,,,,,S
161000002963,GRAMPA B-009 P/BNDJA SOPORT TORRES,AR67,CA06,NUEVO,NUEVO,UN,"10,000",101,,0,0,5002807885,9/9/2023,9:13:20 a. m.,XSEA04,0001R0000283/33/,0180331533,,,,,,,S
170700000126,"MANOM 0..400BAR INF 1/4""BSPP GLICERINA",AR01,CD01,NUEVO,NUEVO,UN,"-4,000",261,,9299311,1,4903690306,9/9/2023,10:50:36 a. m.,XJDA03,,0095R00418973,22852919,,,,,,H
170700000126,"MANOM 0..400BAR INF 1/4""BSPP GLICERINA",AR01,CD01,NUEVO,NUEVO,UN,"-4,000",261,,9299310,1,4903690305,9/9/2023,10:49:40 a. m.,XJDA03,,0095R00418971,22852918,,,,,,H
170906092200,"VALV BLOQ/PURGA VI550MIT,VICP-8-MH-N-T-A",AR02,KK09,NUEVO,NUEVO,UN,"1,000",101,,0,0,5002807901,9/9/2023,9:54:37 a. m.,XCAM03,95-418605,0081945442,,,,,,,S
180300000021,FILT 89675429 ACEITE P/COMPRESOR GARDNER,AR01,CD10,NUEVO,NUEVO,UN,"1,000",981,,9269237,14,4903690237,9/9/2023,9:56:33 a. m.,XJDA03,,0095R00418955,,,,,,,S
180300000021,FILT 89675429 ACEITE P/COMPRESOR GARDNER,AR01,CD01,NUEVO,NUEVO,UN,"-1,000",981,,9269237,14,4903690237,9/9/2023,9:56:33 a. m.,XJDA03,,0095R00418955,,,,,,,H
190500000100,ELEMENT FILT 0-7602-1071-13 P/FD1600 NOV,AR01,CD01,NUEVO,NUEVO,UN,"-2,000",261,,9293025,1,4903690302,9/9/2023,10:47:22 a. m.,XJDA03,,0095R00418968,22852342,,,,,,H
190500000131,"GUIA 0-6316-0354-00,EMSFB13LVGA,10092358",AR01,CD10,NUEVO,NUEVO,UN,"2,000",981,,9269239,1,4903690214,9/9/2023,9:44:22 a. m.,XJDA03,,0095R00418952,,,,,,,S
190500000131,"GUIA 0-6316-0354-00,EMSFB13LVGA,10092358",AR01,CD01,NUEVO,NUEVO,UN,"-2,000",981,,9269239,1,4903690214,9/9/2023,9:44:22 a. m.,XJDA03,,0095R00418952,,,,,,,H
190500000158,VALV 060155041 P/BOMBA DE LODO NOV FD160,AR01,CD10,NUEVO,NUEVO,UN,"1,000",981,,9269239,2,4903690214,9/9/2023,9:44:22 a. m.,XJDA03,,0095R00418952,,,,,,,S
190500000158,VALV 060155041 P/BOMBA DE LODO NOV FD160,AR01,CD01,NUEVO,NUEVO,UN,"-1,000",981,,9269239,2,4903690214,9/9/2023,9:44:22 a. m.,XJDA03,,0095R00418952,,,,,,,H
190500000162,ANILLO JGO 10320082-001 PIST P/BOMBA DE,AR01,CD01,NUEVO,NUEVO,UN,"-9,000",981,,9269239,3,4903690214,9/9/2023,9:44:22 a. m.,XJDA03,,0095R00418952,,,,,,,H
190500000162,ANILLO JGO 10320082-001 PIST P/BOMBA DE,AR01,CD10,NUEVO,NUEVO,UN,"9,000",981,,9269239,3,4903690214,9/9/2023,9:44:22 a. m.,XJDA03,,0095R00418952,,,,,,,S
190500000208,ELEMENT FILT ACEITE 25UM 152X255MM P/,AR01,CD01,NUEVO,NUEVO,UN,"-1,000",261,,9293025,3,4903690302,9/9/2023,10:47:22 a. m.,XJDA03,,0095R00418968,22852342,,,,,,H
210100000348,FILT 1R-0756 DE COMBUSTIBLE P/G3512 CAT,AR01,CD10,NUEVO,NUEVO,UN,"1,000",981,,9269281,15,4903690212,9/9/2023,9:41:31 a. m.,XJDA03,,0095R00418951,,,,,,,S
210100000348,FILT 1R-0756 DE COMBUSTIBLE P/G3512 CAT,AR01,CD01,NUEVO,NUEVO,UN,"-1,000",981,,9269281,15,4903690212,9/9/2023,9:41:31 a. m.,XJDA03,,0095R00418951,,,,,,,H
210100000348,FILT 1R-0756 DE COMBUSTIBLE P/G3512 CAT,AR01,CD01,NUEVO,NUEVO,UN,"-6,000",981,,9269237,7,4903690237,9/9/2023,9:56:33 a. m.,XJDA03,,0095R00418955,,,,,,,H
210100000348,FILT 1R-0756 DE COMBUSTIBLE P/G3512 CAT,AR01,CD10,NUEVO,NUEVO,UN,"6,000",981,,9269237,7,4903690237,9/9/2023,9:56:33 a. m.,XJDA03,,0095R00418955,,,,,,,S
210100000351,ELEMENT FILT PRIMARIO AIRE 8N-2556,AR01,CD01,NUEVO,NUEVO,UN,"-6,000",981,,9269237,9,4903690237,9/9/2023,9:56:33 a. m.,XJDA03,,0095R00418955,,,,,,,H
210100000351,ELEMENT FILT PRIMARIO AIRE 8N-2556,AR01,CD10,NUEVO,NUEVO,UN,"6,000",981,,9269237,9,4903690237,9/9/2023,9:56:33 a. m.,XJDA03,,0095R00418955,,,,,,,S
210110062800,ELEMENT FILT ACEITE 1R0726 P/G3512 CAT,AR01,CD01,NUEVO,NUEVO,UN,"-9,000",981,,9269237,8,4903690237,9/9/2023,9:56:33 a. m.,XJDA03,,0095R00418955,,,,,,,H
210110062800,ELEMENT FILT ACEITE 1R0726 P/G3512 CAT,AR01,CD10,NUEVO,NUEVO,UN,"9,000",981,,9269237,8,4903690237,9/9/2023,9:56:33 a. m.,XJDA03,,0095R00418955,,,,,,,S
210111026400,ELEMENT FILT AIRE  8N6309 P/G3512,AR01,CD01,NUEVO,NUEVO,UN,"-6,000",981,,9269237,10,4903690237,9/9/2023,9:56:33 a. m.,XJDA03,,0095R00418955,,,,,,,H
210111026400,ELEMENT FILT AIRE  8N6309 P/G3512,AR01,CD10,NUEVO,NUEVO,UN,"6,000",981,,9269237,10,4903690237,9/9/2023,9:56:33 a. m.,XJDA03,,0095R00418955,,,,,,,S
